date,type,name,age,median,upper
2020-03-05,active,hospital,total,0,0
2020-03-05,active,icu,[0 - 9],0,0
2020-03-05,active,icu,[10 - 19],0,0
2020-03-05,active,icu,[20 - 29],0,0
2020-03-05,active,icu,[30 - 39],0,0
2020-03-05,active,icu,[40 - 49],0,0
2020-03-05,active,icu,[50 - 59],0,0
2020-03-05,active,icu,[60 - 69],0,0
2020-03-05,active,icu,[70 - 79],0,0
2020-03-05,active,icu,80+,0,0
2020-03-05,active,icu,total,0,0
2020-03-05,cumulative,cases,[0 - 9],1,3
2020-03-05,cumulative,cases,[10 - 19],2,5
2020-03-05,cumulative,cases,[20 - 29],5,10
2020-03-05,cumulative,cases,[30 - 39],6,12
2020-03-05,cumulative,cases,[40 - 49],4,9
2020-03-05,cumulative,cases,[50 - 59],4,9
2020-03-05,cumulative,cases,[60 - 69],3,8
2020-03-05,cumulative,cases,[70 - 79],2,5
2020-03-05,cumulative,cases,80+,1,4
2020-03-05,cumulative,cases,total,30,42
2020-03-05,cumulative,hospital,[0 - 9],0,0
2020-03-05,cumulative,hospital,[10 - 19],0,0
2020-03-05,cumulative,hospital,[20 - 29],0,0
2020-03-05,cumulative,hospital,[30 - 39],0,0
2020-03-05,cumulative,hospital,[40 - 49],0,0
2020-03-05,cumulative,hospital,[50 - 59],0,0
2020-03-05,cumulative,hospital,[60 - 69],0,0
2020-03-05,cumulative,hospital,[70 - 79],0,0
2020-03-05,cumulative,hospital,80+,0,0
2020-03-05,cumulative,hospital,total,0,0
2020-03-05,cumulative,icu,[0 - 9],0,0
2020-03-05,cumulative,icu,[10 - 19],0,0
2020-03-05,cumulative,icu,[20 - 29],0,0
2020-03-05,cumulative,icu,[30 - 39],0,0
2020-03-05,cumulative,icu,[40 - 49],0,0
2020-03-05,cumulative,icu,[50 - 59],0,0
2020-03-05,cumulative,icu,[60 - 69],0,0
2020-03-05,cumulative,icu,[70 - 79],0,0
2020-03-05,cumulative,icu,80+,0,0
2020-03-05,cumulative,icu,total,0,0
2020-03-06,active,cases,[0 - 9],1,3
2020-03-06,active,cases,[10 - 19],3,6
2020-03-06,active,cases,[20 - 29],7,12
2020-03-06,active,cases,[30 - 39],8,14
2020-03-06,active,cases,[40 - 49],6,11
2020-03-06,active,cases,[50 - 59],5,11
2020-03-06,active,cases,[60 - 69],4,9
2020-03-06,active,cases,[70 - 79],3,7
2020-03-06,active,cases,80+,1,4
2020-03-06,active,cases,total,38,52
2020-03-06,active,hospital,[0 - 9],0,0
2020-03-06,active,hospital,[10 - 19],0,0
2020-03-06,active,hospital,[20 - 29],0,0
2020-03-06,active,hospital,[30 - 39],0,0
2020-03-06,active,hospital,[40 - 49],0,0
2020-03-06,active,hospital,[50 - 59],0,0
2020-03-06,active,hospital,[60 - 69],0,0
2020-03-06,active,hospital,[70 - 79],0,0
2020-03-06,active,hospital,80+,0,0
2020-03-06,active,hospital,total,0,0
2020-03-06,active,icu,[0 - 9],0,0
2020-03-06,active,icu,[10 - 19],0,0
2020-03-06,active,icu,[20 - 29],0,0
2020-03-06,active,icu,[30 - 39],0,0
2020-03-06,active,icu,[40 - 49],0,0
2020-03-06,active,icu,[50 - 59],0,0
2020-03-06,active,icu,[60 - 69],0,0
2020-03-06,active,icu,[70 - 79],0,0
2020-03-06,active,icu,80+,0,0
2020-03-06,active,icu,total,0,0
2020-03-06,cumulative,cases,[0 - 9],1,3
2020-03-06,cumulative,cases,[10 - 19],3,7
2020-03-06,cumulative,cases,[20 - 29],7,12
2020-03-06,cumulative,cases,[30 - 39],8,14
2020-03-06,cumulative,cases,[40 - 49],6,11
2020-03-06,cumulative,cases,[50 - 59],5,10
2020-03-06,cumulative,cases,[60 - 69],4,9
2020-03-06,cumulative,cases,[70 - 79],3,7
2020-03-06,cumulative,cases,80+,1,4
2020-03-06,cumulative,cases,total,38,52
2020-03-06,cumulative,hospital,[0 - 9],0,0
2020-03-06,cumulative,hospital,[10 - 19],0,0
2020-03-06,cumulative,hospital,[20 - 29],0,0
2020-03-06,cumulative,hospital,[30 - 39],0,0
2020-03-06,cumulative,hospital,[40 - 49],0,0
2020-03-06,cumulative,hospital,[50 - 59],0,0
2020-03-06,cumulative,hospital,[60 - 69],0,0
2020-03-06,cumulative,hospital,[70 - 79],0,0
2020-03-06,cumulative,hospital,80+,0,0
2020-03-06,cumulative,hospital,total,0,0
2020-03-06,cumulative,icu,[0 - 9],0,0
2020-03-06,cumulative,icu,[10 - 19],0,0
2020-03-06,cumulative,icu,[20 - 29],0,0
2020-03-06,cumulative,icu,[30 - 39],0,0
2020-03-06,cumulative,icu,[40 - 49],0,0
2020-03-06,cumulative,icu,[50 - 59],0,0
2020-03-06,cumulative,icu,[60 - 69],0,0
2020-03-06,cumulative,icu,[70 - 79],0,0
2020-03-06,cumulative,icu,80+,0,0
2020-03-06,cumulative,icu,total,0,0
2020-03-07,active,cases,[0 - 9],1,4
2020-03-07,active,cases,[10 - 19],3,7
2020-03-07,active,cases,[20 - 29],8,15
2020-03-07,active,cases,[30 - 39],10,16
2020-03-07,active,cases,[40 - 49],7,13
2020-03-07,active,cases,[50 - 59],6,13
2020-03-07,active,cases,[60 - 69],6,11
2020-03-07,active,cases,[70 - 79],3,8
2020-03-07,active,cases,80+,2,5
2020-03-07,active,cases,total,48,64
2020-03-07,active,hospital,[0 - 9],0,0
2020-03-07,active,hospital,[10 - 19],0,0
2020-03-07,active,hospital,[20 - 29],0,0
2020-03-07,active,hospital,[30 - 39],0,0
2020-03-07,active,hospital,[40 - 49],0,0
2020-03-07,active,hospital,[50 - 59],0,0
2020-03-07,active,hospital,[60 - 69],0,0
2020-03-07,active,hospital,[70 - 79],0,0
2020-03-07,active,hospital,80+,0,0
2020-03-07,active,hospital,total,0,0
2020-03-07,active,icu,[0 - 9],0,0
2020-03-07,active,icu,[10 - 19],0,0
2020-03-07,active,icu,[20 - 29],0,0
2020-03-07,active,icu,[30 - 39],0,0
2020-03-07,active,icu,[40 - 49],0,0
2020-03-07,active,icu,[50 - 59],0,0
2020-03-07,active,icu,[60 - 69],0,0
2020-03-07,active,icu,[70 - 79],0,0
2020-03-07,active,icu,80+,0,0
2020-03-07,active,icu,total,0,0
2020-03-07,cumulative,cases,[0 - 9],1,3
2020-03-07,cumulative,cases,[10 - 19],3,7
2020-03-07,cumulative,cases,[20 - 29],8,15
2020-03-07,cumulative,cases,[30 - 39],10,17
2020-03-07,cumulative,cases,[40 - 49],7,13
2020-03-07,cumulative,cases,[50 - 59],7,12
2020-03-07,cumulative,cases,[60 - 69],5,11
2020-03-07,cumulative,cases,[70 - 79],3,8
2020-03-07,cumulative,cases,80+,2,5
2020-03-07,cumulative,cases,total,48,64
2020-03-07,cumulative,hospital,[0 - 9],0,0
2020-03-07,cumulative,hospital,[10 - 19],0,0
2020-03-07,cumulative,hospital,[20 - 29],0,0
2020-03-07,cumulative,hospital,[30 - 39],0,0
2020-03-07,cumulative,hospital,[40 - 49],0,0
2020-03-07,cumulative,hospital,[50 - 59],0,0
2020-03-07,cumulative,hospital,[60 - 69],0,0
2020-03-07,cumulative,hospital,[70 - 79],0,0
2020-03-07,cumulative,hospital,80+,0,0
2020-03-07,cumulative,hospital,total,0,0
2020-03-07,cumulative,icu,[0 - 9],0,0
2020-03-07,cumulative,icu,[10 - 19],0,0
2020-03-07,cumulative,icu,[20 - 29],0,0
2020-03-07,cumulative,icu,[30 - 39],0,0
2020-03-07,cumulative,icu,[40 - 49],0,0
2020-03-07,cumulative,icu,[50 - 59],0,0
2020-03-07,cumulative,icu,[60 - 69],0,0
2020-03-07,cumulative,icu,[70 - 79],0,0
2020-03-07,cumulative,icu,80+,0,0
2020-03-07,cumulative,icu,total,0,0
2020-03-08,active,cases,[0 - 9],1,4
2020-03-08,active,cases,[10 - 19],4,9
2020-03-08,active,cases,[20 - 29],10,17
2020-03-08,active,cases,[30 - 39],12,20
2020-03-08,active,cases,[40 - 49],9,15
2020-03-08,active,cases,[50 - 59],8,15
2020-03-08,active,cases,[60 - 69],7,13
2020-03-08,active,cases,[70 - 79],4,9
2020-03-08,active,cases,80+,2,6
2020-03-08,active,cases,total,59,77
2020-03-08,active,hospital,[0 - 9],0,0
2020-03-08,active,hospital,[10 - 19],0,0
2020-03-08,active,hospital,[20 - 29],0,0
2020-03-08,active,hospital,[30 - 39],0,0
2020-03-08,active,hospital,[40 - 49],0,0
2020-03-08,active,hospital,[50 - 59],0,0
2020-03-08,active,hospital,[60 - 69],0,0
2020-03-08,active,hospital,[70 - 79],0,0
2020-03-08,active,hospital,80+,0,0
2020-03-08,active,hospital,total,0,0
2020-03-08,active,icu,[0 - 9],0,0
2020-03-08,active,icu,[10 - 19],0,0
2020-03-08,active,icu,[20 - 29],0,0
2020-03-08,active,icu,[30 - 39],0,0
2020-03-08,active,icu,[40 - 49],0,0
2020-03-08,active,icu,[50 - 59],0,0
2020-03-08,active,icu,[60 - 69],0,0
2020-03-08,active,icu,[70 - 79],0,0
2020-03-08,active,icu,80+,0,0
2020-03-08,active,icu,total,0,0
2020-03-08,cumulative,cases,[0 - 9],1,4
2020-03-08,cumulative,cases,[10 - 19],4,9
2020-03-08,cumulative,cases,[20 - 29],10,17
2020-03-08,cumulative,cases,[30 - 39],12,20
2020-03-08,cumulative,cases,[40 - 49],9,15
2020-03-08,cumulative,cases,[50 - 59],8,15
2020-03-08,cumulative,cases,[60 - 69],7,13
2020-03-08,cumulative,cases,[70 - 79],4,9
2020-03-08,cumulative,cases,80+,2,6
2020-03-08,cumulative,cases,total,59,77
2020-03-08,cumulative,hospital,[0 - 9],0,0
2020-03-08,cumulative,hospital,[10 - 19],0,0
2020-03-08,cumulative,hospital,[20 - 29],0,0
2020-03-08,cumulative,hospital,[30 - 39],0,0
2020-03-08,cumulative,hospital,[40 - 49],0,0
2020-03-08,cumulative,hospital,[50 - 59],0,0
2020-03-08,cumulative,hospital,[60 - 69],0,0
2020-03-08,cumulative,hospital,[70 - 79],0,0
2020-03-08,cumulative,hospital,80+,0,0
2020-03-08,cumulative,hospital,total,0,0
2020-03-08,cumulative,icu,[0 - 9],0,0
2020-03-08,cumulative,icu,[10 - 19],0,0
2020-03-08,cumulative,icu,[20 - 29],0,0
2020-03-08,cumulative,icu,[30 - 39],0,0
2020-03-08,cumulative,icu,[40 - 49],0,0
2020-03-08,cumulative,icu,[50 - 59],0,0
2020-03-08,cumulative,icu,[60 - 69],0,0
2020-03-08,cumulative,icu,[70 - 79],0,0
2020-03-08,cumulative,icu,80+,0,0
2020-03-08,cumulative,icu,total,0,0
2020-03-09,active,cases,[0 - 9],2,5
2020-03-09,active,cases,[10 - 19],5,10
2020-03-09,active,cases,[20 - 29],13,20
2020-03-09,active,cases,[30 - 39],14,23
2020-03-09,active,cases,[40 - 49],11,18
2020-03-09,active,cases,[50 - 59],10,17
2020-03-09,active,cases,[60 - 69],9,15
2020-03-09,active,cases,[70 - 79],5,10
2020-03-09,active,cases,80+,3,7
2020-03-09,active,cases,total,72,94
2020-03-09,active,hospital,[0 - 9],0,0
2020-03-09,active,hospital,[10 - 19],0,0
2020-03-09,active,hospital,[20 - 29],0,1
2020-03-09,active,hospital,[30 - 39],0,1
2020-03-09,active,hospital,[40 - 49],0,1
2020-03-09,active,hospital,[50 - 59],0,1
2020-03-09,active,hospital,[60 - 69],0,2
2020-03-09,active,hospital,[70 - 79],0,1
2020-03-09,active,hospital,80+,0,1
2020-03-09,active,hospital,total,1,3
2020-03-09,active,icu,[0 - 9],0,0
2020-03-09,active,icu,[10 - 19],0,0
2020-03-09,active,icu,[20 - 29],0,0
2020-03-09,active,icu,[30 - 39],0,0
2020-03-09,active,icu,[40 - 49],0,0
2020-03-09,active,icu,[50 - 59],0,0
2020-03-09,active,icu,[60 - 69],0,0
2020-03-09,active,icu,[70 - 79],0,0
2020-03-09,active,icu,80+,0,0
2020-03-09,active,icu,total,0,0
2020-03-09,cumulative,cases,[0 - 9],2,5
2020-03-09,cumulative,cases,[10 - 19],5,10
2020-03-09,cumulative,cases,[20 - 29],13,20
2020-03-09,cumulative,cases,[30 - 39],14,23
2020-03-09,cumulative,cases,[40 - 49],10,18
2020-03-09,cumulative,cases,[50 - 59],10,17
2020-03-09,cumulative,cases,[60 - 69],9,15
2020-03-09,cumulative,cases,[70 - 79],5,10
2020-03-09,cumulative,cases,80+,3,7
2020-03-09,cumulative,cases,total,72,94
2020-03-09,cumulative,hospital,[0 - 9],0,0
2020-03-09,cumulative,hospital,[10 - 19],0,0
2020-03-09,cumulative,hospital,[20 - 29],0,1
2020-03-09,cumulative,hospital,[30 - 39],0,1
2020-03-09,cumulative,hospital,[40 - 49],0,1
2020-03-09,cumulative,hospital,[50 - 59],0,1
2020-03-09,cumulative,hospital,[60 - 69],0,2
2020-03-09,cumulative,hospital,[70 - 79],0,1
2020-03-09,cumulative,hospital,80+,0,1
2020-03-09,cumulative,hospital,total,1,3
2020-03-09,cumulative,icu,[0 - 9],0,0
2020-03-09,cumulative,icu,[10 - 19],0,0
2020-03-09,cumulative,icu,[20 - 29],0,0
2020-03-09,cumulative,icu,[30 - 39],0,0
2020-03-09,cumulative,icu,[40 - 49],0,0
2020-03-09,cumulative,icu,[50 - 59],0,0
2020-03-09,cumulative,icu,[60 - 69],0,0
2020-03-09,cumulative,icu,[70 - 79],0,0
2020-03-09,cumulative,icu,80+,0,0
2020-03-09,cumulative,icu,total,0,0
2020-03-10,active,cases,[0 - 9],2,5
2020-03-10,active,cases,[10 - 19],6,12
2020-03-10,active,cases,[20 - 29],15,25
2020-03-10,active,cases,[30 - 39],18,27
2020-03-10,active,cases,[40 - 49],13,21
2020-03-10,active,cases,[50 - 59],12,20
2020-03-10,active,cases,[60 - 69],10,18
2020-03-10,active,cases,[70 - 79],6,12
2020-03-10,active,cases,80+,3,7
2020-03-10,active,cases,total,88,112
2020-03-10,active,hospital,[0 - 9],0,0
2020-03-10,active,hospital,[10 - 19],0,0
2020-03-10,active,hospital,[20 - 29],0,1
2020-03-10,active,hospital,[30 - 39],0,1
2020-03-10,active,hospital,[40 - 49],0,1
2020-03-10,active,hospital,[50 - 59],0,1
2020-03-10,active,hospital,[60 - 69],0,2
2020-03-10,active,hospital,[70 - 79],0,2
2020-03-10,active,hospital,80+,0,1
2020-03-10,active,hospital,total,1,4
2020-03-10,active,icu,[0 - 9],0,0
2020-03-10,active,icu,[10 - 19],0,0
2020-03-10,active,icu,[20 - 29],0,0
2020-03-10,active,icu,[30 - 39],0,0
2020-03-10,active,icu,[40 - 49],0,0
2020-03-10,active,icu,[50 - 59],0,0
2020-03-10,active,icu,[60 - 69],0,0
2020-03-10,active,icu,[70 - 79],0,0
2020-03-10,active,icu,80+,0,0
2020-03-10,active,icu,total,0,0
2020-03-10,cumulative,cases,[0 - 9],2,5
2020-03-10,cumulative,cases,[10 - 19],6,12
2020-03-10,cumulative,cases,[20 - 29],15,24
2020-03-10,cumulative,cases,[30 - 39],18,27
2020-03-10,cumulative,cases,[40 - 49],13,21
2020-03-10,cumulative,cases,[50 - 59],12,20
2020-03-10,cumulative,cases,[60 - 69],10,17
2020-03-10,cumulative,cases,[70 - 79],6,12
2020-03-10,cumulative,cases,80+,3,8
2020-03-10,cumulative,cases,total,88,112
2020-03-10,cumulative,hospital,[0 - 9],0,0
2020-03-10,cumulative,hospital,[10 - 19],0,0
2020-03-10,cumulative,hospital,[20 - 29],0,1
2020-03-10,cumulative,hospital,[30 - 39],0,1
2020-03-10,cumulative,hospital,[40 - 49],0,1
2020-03-10,cumulative,hospital,[50 - 59],0,2
2020-03-10,cumulative,hospital,[60 - 69],0,2
2020-03-10,cumulative,hospital,[70 - 79],0,2
2020-03-10,cumulative,hospital,80+,0,1
2020-03-10,cumulative,hospital,total,1,4
2020-03-10,cumulative,icu,[0 - 9],0,0
2020-03-10,cumulative,icu,[10 - 19],0,0
2020-03-10,cumulative,icu,[20 - 29],0,0
2020-03-10,cumulative,icu,[30 - 39],0,0
2020-03-10,cumulative,icu,[40 - 49],0,0
2020-03-10,cumulative,icu,[50 - 59],0,0
2020-03-10,cumulative,icu,[60 - 69],0,0
2020-03-10,cumulative,icu,[70 - 79],0,0
2020-03-10,cumulative,icu,80+,0,0
2020-03-10,cumulative,icu,total,0,0
2020-03-11,active,cases,[0 - 9],2,6
2020-03-11,active,cases,[10 - 19],7,14
2020-03-11,active,cases,[20 - 29],19,28
2020-03-11,active,cases,[30 - 39],22,32
2020-03-11,active,cases,[40 - 49],16,25
2020-03-11,active,cases,[50 - 59],15,23
2020-03-11,active,cases,[60 - 69],13,21
2020-03-11,active,cases,[70 - 79],8,14
2020-03-11,active,cases,80+,4,9
2020-03-11,active,cases,total,106,133
2020-03-11,active,hospital,[0 - 9],0,0
2020-03-11,active,hospital,[10 - 19],0,0
2020-03-11,active,hospital,[20 - 29],0,1
2020-03-11,active,hospital,[30 - 39],0,1
2020-03-11,active,hospital,[40 - 49],0,1
2020-03-11,active,hospital,[50 - 59],0,2
2020-03-11,active,hospital,[60 - 69],0,2
2020-03-11,active,hospital,[70 - 79],0,2
2020-03-11,active,hospital,80+,0,2
2020-03-11,active,hospital,total,2,5
2020-03-11,active,icu,[0 - 9],0,0
2020-03-11,active,icu,[10 - 19],0,0
2020-03-11,active,icu,[20 - 29],0,0
2020-03-11,active,icu,[30 - 39],0,0
2020-03-11,active,icu,[40 - 49],0,0
2020-03-11,active,icu,[50 - 59],0,0
2020-03-11,active,icu,[60 - 69],0,0
2020-03-11,active,icu,[70 - 79],0,0
2020-03-11,active,icu,80+,0,0
2020-03-11,active,icu,total,0,0
2020-03-11,cumulative,cases,[0 - 9],2,6
2020-03-11,cumulative,cases,[10 - 19],8,14
2020-03-11,cumulative,cases,[20 - 29],19,29
2020-03-11,cumulative,cases,[30 - 39],21,31
2020-03-11,cumulative,cases,[40 - 49],16,25
2020-03-11,cumulative,cases,[50 - 59],15,24
2020-03-11,cumulative,cases,[60 - 69],13,21
2020-03-11,cumulative,cases,[70 - 79],8,14
2020-03-11,cumulative,cases,80+,4,9
2020-03-11,cumulative,cases,total,106,133
2020-03-11,cumulative,hospital,[0 - 9],0,0
2020-03-11,cumulative,hospital,[10 - 19],0,0
2020-03-11,cumulative,hospital,[20 - 29],0,1
2020-03-11,cumulative,hospital,[30 - 39],0,1
